0.000000000000000000e+00,-4.210000000000000000e+02
1.000000000000000021e-02,-4.700000000000000000e+02
2.000000000000000042e-02,-4.200000000000000000e+02
2.999999999999999889e-02,-4.270000000000000000e+02
4.000000000000000083e-02,-4.800000000000000000e+02
5.000000000000000278e-02,-4.660000000000000000e+02
5.999999999999999778e-02,-3.680000000000000000e+02
7.000000000000000666e-02,-3.320000000000000000e+02
8.000000000000000167e-02,-3.970000000000000000e+02
8.999999999999999667e-02,-4.640000000000000000e+02
1.000000000000000056e-01,-5.090000000000000000e+02
1.100000000000000006e-01,-5.070000000000000000e+02
1.199999999999999956e-01,-4.920000000000000000e+02
1.300000000000000044e-01,-4.970000000000000000e+02
1.400000000000000133e-01,-4.690000000000000000e+02
1.499999999999999944e-01,-4.290000000000000000e+02
1.600000000000000033e-01,-4.620000000000000000e+02
1.700000000000000122e-01,-5.400000000000000000e+02
1.799999999999999933e-01,-5.170000000000000000e+02
1.900000000000000022e-01,-4.030000000000000000e+02
2.000000000000000111e-01,-3.670000000000000000e+02
2.099999999999999922e-01,-4.110000000000000000e+02
2.200000000000000011e-01,-4.500000000000000000e+02
2.300000000000000100e-01,-4.540000000000000000e+02
2.399999999999999911e-01,-4.380000000000000000e+02
2.500000000000000000e-01,-4.530000000000000000e+02
2.600000000000000089e-01,-4.510000000000000000e+02
2.700000000000000178e-01,-3.920000000000000000e+02
2.800000000000000266e-01,-3.450000000000000000e+02
2.899999999999999800e-01,-3.340000000000000000e+02
2.999999999999999889e-01,-3.660000000000000000e+02
3.099999999999999978e-01,-4.310000000000000000e+02
3.200000000000000067e-01,-4.840000000000000000e+02
3.300000000000000155e-01,-5.070000000000000000e+02
3.400000000000000244e-01,-4.420000000000000000e+02
3.500000000000000333e-01,-3.460000000000000000e+02
3.599999999999999867e-01,-3.220000000000000000e+02
3.699999999999999956e-01,-3.170000000000000000e+02
3.800000000000000044e-01,-3.530000000000000000e+02
3.900000000000000133e-01,-3.910000000000000000e+02
4.000000000000000222e-01,-3.880000000000000000e+02
4.100000000000000311e-01,-4.080000000000000000e+02
4.199999999999999845e-01,-4.190000000000000000e+02
4.299999999999999933e-01,-4.540000000000000000e+02
4.400000000000000022e-01,-4.500000000000000000e+02
4.500000000000000111e-01,-3.510000000000000000e+02
4.600000000000000200e-01,-2.910000000000000000e+02
4.700000000000000289e-01,-3.070000000000000000e+02
4.799999999999999822e-01,-3.750000000000000000e+02
4.899999999999999911e-01,-4.410000000000000000e+02
5.000000000000000000e-01,-4.870000000000000000e+02
5.100000000000000089e-01,-5.400000000000000000e+02
5.200000000000000178e-01,-5.410000000000000000e+02
5.300000000000000266e-01,-5.010000000000000000e+02
5.400000000000000355e-01,-4.850000000000000000e+02
5.500000000000000444e-01,-4.840000000000000000e+02
5.600000000000000533e-01,-4.880000000000000000e+02
5.700000000000000622e-01,-5.140000000000000000e+02
5.799999999999999600e-01,-5.360000000000000000e+02
5.899999999999999689e-01,-5.450000000000000000e+02
5.999999999999999778e-01,-5.660000000000000000e+02
6.099999999999999867e-01,-5.600000000000000000e+02
6.199999999999999956e-01,-5.520000000000000000e+02
6.300000000000000044e-01,-5.560000000000000000e+02
6.400000000000000133e-01,-5.110000000000000000e+02
6.500000000000000222e-01,-4.610000000000000000e+02
6.600000000000000311e-01,-4.690000000000000000e+02
6.700000000000000400e-01,-5.240000000000000000e+02
6.800000000000000488e-01,-5.300000000000000000e+02
6.900000000000000577e-01,-4.720000000000000000e+02
7.000000000000000666e-01,-4.270000000000000000e+02
7.099999999999999645e-01,-4.110000000000000000e+02
7.199999999999999734e-01,-4.470000000000000000e+02
7.299999999999999822e-01,-4.710000000000000000e+02
7.399999999999999911e-01,-4.600000000000000000e+02
7.500000000000000000e-01,-4.860000000000000000e+02
7.600000000000000089e-01,-5.130000000000000000e+02
7.700000000000000178e-01,-5.100000000000000000e+02
7.800000000000000266e-01,-4.760000000000000000e+02
7.900000000000000355e-01,-4.340000000000000000e+02
8.000000000000000444e-01,-4.070000000000000000e+02
8.100000000000000533e-01,-4.560000000000000000e+02
8.200000000000000622e-01,-5.530000000000000000e+02
8.300000000000000711e-01,-6.180000000000000000e+02
8.399999999999999689e-01,-6.850000000000000000e+02
8.499999999999999778e-01,-6.680000000000000000e+02
8.599999999999999867e-01,-5.380000000000000000e+02
8.699999999999999956e-01,-4.050000000000000000e+02
8.800000000000000044e-01,-3.420000000000000000e+02
8.900000000000000133e-01,-3.190000000000000000e+02
9.000000000000000222e-01,-2.880000000000000000e+02
9.100000000000000311e-01,-3.000000000000000000e+02
9.200000000000000400e-01,-3.240000000000000000e+02
9.300000000000000488e-01,-2.940000000000000000e+02
9.400000000000000577e-01,-2.220000000000000000e+02
9.500000000000000666e-01,-1.540000000000000000e+02
9.599999999999999645e-01,-1.050000000000000000e+02
9.699999999999999734e-01,-9.300000000000000000e+01
9.799999999999999822e-01,-1.620000000000000000e+02
9.899999999999999911e-01,-2.190000000000000000e+02
